date,stock_code,open,high,low,close,volume
2023-03-21,ADRO,2720,2730,2690,2730,25776000
2023-03-24,ADRO,2730,2740,2680,2680,59266400
2023-03-27,ADRO,2680,2740,2670,2680,54233100
2023-03-28,ADRO,2680,2800,2700,2770,90590000
2023-03-29,ADRO,2770,2910,2800,2880,103713000
2023-03-30,ADRO,2880,2920,2850,2870,72218100
2023-03-31,ADRO,2870,2930,2850,2900,61773500
2023-04-03,ADRO,2900,3020,2940,2940,95233400
2023-04-04,ADRO,2940,3080,3010,3050,88659100
2023-04-05,ADRO,3050,3070,3000,3060,54632100
2023-04-06,ADRO,3060,3120,3020,3020,71787000
2023-04-10,ADRO,3020,3060,2970,2990,27731300
2023-04-11,ADRO,2990,3060,2960,3050,46725500
2023-04-12,ADRO,3050,3050,2930,2960,77786100
2023-04-13,ADRO,2960,3010,2950,2960,50715900
2023-04-14,ADRO,2960,2990,2920,2920,41096200
2023-04-17,ADRO,2920,2950,2860,2860,47848000
2023-04-18,ADRO,2860,3020,2870,3000,86635800
2023-04-26,ADRO,3000,3130,3020,3100,104615000
2023-04-27,ADRO,3100,3110,3050,3080,43138000
2023-04-28,ADRO,3080,3160,3060,3130,72560800
2023-05-02,ADRO,3130,3100,2960,2980,88147800
2023-05-03,ADRO,2980,3050,2930,2940,68670100
2023-05-04,ADRO,2940,3000,2900,2920,71287600
2023-05-05,ADRO,2920,2880,2750,2790,153625000
2023-05-08,ADRO,2790,2930,2810,2870,65765900
2023-05-09,ADRO,2870,2910,2860,2890,45152400
2023-05-10,ADRO,2890,2970,2900,2940,84614500
2023-05-11,ADRO,2940,2950,2760,2800,209585400
2023-05-12,ADRO,2800,2800,2750,2760,56037500
2023-05-15,ADRO,2760,2790,2630,2660,110824800
2023-05-16,ADRO,2660,2740,2660,2670,68998500
2023-05-17,ADRO,2670,2710,2540,2540,143418900
2023-05-19,ADRO,2540,2540,2380,2410,163260300
2023-05-22,ADRO,2410,2490,2410,2460,193554400
2023-05-23,ADRO,2460,2290,2290,2290,24026900
2023-05-24,ADRO,2290,2310,2220,2250,102340400
2023-05-25,ADRO,2250,2200,2120,2120,120099600
2023-05-26,ADRO,2120,2170,2080,2090,81565700
2023-05-29,ADRO,2090,2130,2010,2070,80215800
2023-05-30,ADRO,2070,2150,2060,2110,69697700
2023-05-31,ADRO,2110,2090,2010,2040,126829000
2023-06-05,ADRO,2040,2170,2080,2100,119850300
2023-06-06,ADRO,2100,2230,2160,2220,106682800
2023-06-07,ADRO,2220,2200,2140,2170,61598300
2023-06-08,ADRO,2170,2210,2160,2200,46850800
2023-06-09,ADRO,2200,2230,2170,2190,36492200
2023-06-12,ADRO,2190,2240,2200,2210,32981000
2023-06-13,ADRO,2210,2220,2150,2210,47913300
2023-06-14,ADRO,2210,2260,2200,2250,43317300
2023-06-15,ADRO,2250,2330,2220,2300,75697800
2023-06-16,ADRO,2300,2350,2300,2320,90162500
2023-06-19,ADRO,2320,2300,2250,2260,26428500
2023-06-20,ADRO,2260,2290,2250,2270,24643400
2023-06-21,ADRO,2270,2290,2250,2260,29839600
2023-06-22,ADRO,2260,2310,2250,2260,38508700
2023-06-23,ADRO,2260,2280,2230,2230,20704900
2023-06-26,ADRO,2230,2240,2190,2210,25265900
2023-06-27,ADRO,2210,2260,2210,2230,24639600
2023-07-03,ADRO,2230,2340,2260,2330,59216800
2023-07-04,ADRO,2330,2350,2310,2340,20358800
2023-07-05,ADRO,2340,2440,2350,2420,71359500
2023-07-06,ADRO,2420,2460,2410,2450,41830700
2023-07-07,ADRO,2450,2420,2370,2380,32118800
2023-07-10,ADRO,2380,2420,2370,2420,20339700
2023-07-11,ADRO,2420,2440,2390,2430,31866300
2023-07-12,ADRO,2430,2430,2370,2370,28404900
2023-07-13,ADRO,2370,2350,2280,2320,42297500
2023-07-14,ADRO,2320,2360,2320,2360,31423200
2023-07-17,ADRO,2360,2410,2380,2380,26063600
2023-07-18,ADRO,2380,2390,2320,2330,25228100
2023-07-20,ADRO,2330,2380,2350,2370,33287800
2023-07-21,ADRO,2370,2430,2380,2420,70949300
2023-07-24,ADRO,2420,2480,2400,2470,97266900
2023-07-25,ADRO,2470,2520,2430,2430,82665100
2023-07-26,ADRO,2430,2510,2450,2500,96761300
2023-07-27,ADRO,2500,2500,2440,2450,37905300
2023-07-28,ADRO,2450,2480,2410,2470,40850500
2023-07-31,ADRO,2470,2470,2380,2410,64743500
2023-08-01,ADRO,2410,2410,2370,2390,23569300
2023-08-02,ADRO,2390,2380,2340,2370,21765400
