stock,term,algorithm,rmse,rmse_norm,epoch,unit,optimizer,batch_size
GOTO,short,RNN,2.040414044813765,0.6137032801496844,100,50,sgd,32
GOTO,short,LSTM,2.3502467740842707,0.7834155913614224,100,50,rmsprop,32
GOTO,short,GRU,2.448395732941205,0.7731083718878048,100,50,rmsprop,32
GOTO,short,RNN,2.078167207623187,0.6551077211105659,100,50,rmsprop,32
GOTO,short,LSTM,2.3652741398349035,0.7836625427514042,100,50,adam,32
GOTO,short,GRU,2.3085010737418084,0.7695003579139351,100,50,adam,32
GOTO,short,RNN,2.69910787322722,0.7432666679124665,100,50,adam,32
GOTO,short,LSTM,2.3516000480834354,0.7838666826944778,100,50,sgd,32
GOTO,short,GRU,2.333697463253058,0.7778991544176852,100,50,sgd,32
GOTO,short,RNN,2.542353973236422,0.6936389191744229,100,50,sgd,32
GOTO,short,LSTM,2.3524359071909284,0.7841453023969749,100,100,rmsprop,32
GOTO,short,GRU,2.3426911175301575,0.7808970391767186,100,100,rmsprop,32
GOTO,short,RNN,1.9933790115391157,0.6294537341850194,100,100,rmsprop,32
GOTO,short,LSTM,2.3658613829712585,0.7837194242466891,100,100,adam,32
GOTO,short,GRU,2.3711078327205555,0.7841078370211341,100,100,adam,32
GOTO,short,RNN,1.8135799382490845,0.5696964568944629,100,100,adam,32
GOTO,short,LSTM,2.358536186761696,0.7854167139558266,100,100,sgd,32
GOTO,short,GRU,2.439119592946802,0.7746206755614853,100,100,sgd,32
GOTO,short,RNN,3.2063354166460107,0.7852817332196484,100,100,sgd,32
GOTO,short,LSTM,2.361053731208534,0.7845906071557621,100,100,rmsprop,32
GOTO,short,GRU,2.409484087846494,0.7776992744520067,100,100,rmsprop,32
GOTO,short,RNN,2.563783295272127,0.6212009447740939,100,100,rmsprop,32
GOTO,short,LSTM,2.3567151087939955,0.7855367427745777,100,100,adam,32
GOTO,short,GRU,2.3290195889377205,0.7763398629792393,100,100,adam,32
GOTO,short,RNN,2.2353696012209903,0.7301794565696557,100,100,adam,32
GOTO,short,LSTM,2.3549079832600737,0.7849693277533573,100,100,sgd,32
GOTO,short,GRU,2.267225662700026,0.7557418875666743,100,100,sgd,32
GOTO,short,RNN,2.446301962548625,0.7086936090716314,100,100,sgd,32
